Long_,Lat_,FID,HOSPITAL_NAME,COUNTY_NAME,STATE_NAME,FIPS,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS
-76.6111596,39.3873256,1753,UM St Joseph Medical Center (FKA St Joseph Medical Center),Baltimore County,Maryland,24005,219,188,28
-76.4967919,39.340394399999994,1754,MedStar Franklin Square Medical Center,Baltimore County,Maryland,24005,338,162,26
-76.5956632,38.5626456,1755,CalvertHealth Medical Center (FKA Calvert Memorial Hospital),Calvert,Maryland,24009,73,41,4
-76.99083459999999,39.5582432,1756,Carroll Hospital,Carroll,Maryland,24013,161,153,12
-75.832008,39.608588,1757,ChristianaCare - Union Hospital (FKA Union Hospital of Cecil County),Cecil,Maryland,24015,75,72,5
-76.9724071,38.52906,1758,University of Maryland Charles Regional Medical Center (FKA Civista Medical Center),Charles,Maryland,24017,99,98,10
-77.4146128,39.4226989,1759,Frederick Health Hospital (FKA Frederick Regional Health System),Frederick,Maryland,24021,269,281,18
-79.4010325,39.413393,1760,Garrett County Memorial Hospital (AKA Garrett Regional Medical Center),Garrett,Maryland,24023,26,27,2
-76.0908574,39.5429695,1761,UM Harford Memorial Hospital,Harford,Maryland,24025,82,82,5
-76.34612220000001,39.5188422,1762,UM Upper Chesapeake Medical Center,Harford,Maryland,24025,161,149,14
-76.885917,39.213618700000005,1763,Howard County General Hospital,Howard,Maryland,24027,225,245,16
-76.064499,39.21837,1764,UM Shore Medical Center at Chestertown (FKA Chester River Hospital Center),Kent,Maryland,24029,12,21,6
-77.1105309,38.997328499999995,1765,Suburban Hospital,Montgomery,Maryland,24031,228,233,24
-77.054713,39.153988299999995,1766,MedStar Montgomery Medical Center,Montgomery,Maryland,24031,104,117,12
-77.03474870000001,39.0147079,1767,Holy Cross Hospital,Montgomery,Maryland,24031,377,209,46
-77.19829809999999,39.0980422,1768,Adventist HealthCare Shady Grove Medical Center,Montgomery,Maryland,24031,329,185,21
-76.8651595,38.9808223,1769,Doctors Community Hospital (FKA Doctors Community Health System),Prince George's,Maryland,24033,206,190,22
-76.87574240000001,38.7485674,1770,MedStar Southern Maryland Hospital Center,Prince George's,Maryland,24033,182,153,18
-76.88163320000001,39.0869021,1771,UM Laurel Medical Center (Temporarily Open due to COVID-19),Prince George's,Maryland,24033,0,0,0
-76.9925925,38.7285124,1772,Fort Washington Medical Center,Prince George's,Maryland,24033,28,29,4
-76.9209112,38.9306528,1773,UM Prince Georges Hospital Center (FKA Prince Georges Hospital Center),Prince George's,Maryland,24033,245,118,34
-76.6381454,38.302071500000004,1774,MedStar St Marys Hospital,St. Mary's,Maryland,24037,93,96,12
-76.076931,38.7697056,1775,UM Shore Medical Center at Easton (FKA Memorial Hospital at Easton),Talbot,Maryland,24041,97,48,16
-77.6851973,39.6226768,1776,Meritus Medical Center,Washington,Maryland,24043,237,215,17
-75.598013,38.362468,1777,Peninsula Regional Medical Center,Wicomico,Maryland,24045,266,288,24
-75.21154770000001,38.3396404,1778,Atlantic General Hospital,Worcester,Maryland,24047,40,32,6
-76.62078309999998,39.298616100000004,1779,UMMC Midtown Campus (FKA Maryland General Hospital),Baltimore City,Maryland,24510,100,81,12
-76.7084953,39.3137299,1780,UM Rehabilitation & Orthopaedic Institute (FKA Kernan Hospital),Baltimore City,Maryland,24510,128,137,5
-76.5872769,39.3582073,1781,MedStar Good Samaritan Hospital,Baltimore City,Maryland,24510,145,73,17
-76.61324590000001,39.294032,1782,Mercy Medical Center,Baltimore City,Maryland,24510,183,113,22
-76.5917676,39.29625720000001,1783,The Johns Hopkins Hospital,Baltimore City,Maryland,24510,1095,1003,90
-76.6737365,39.2716024,1784,Saint Agnes Hospital (AKA Saint Agnes Healthcare),Baltimore City,Maryland,24510,254,159,16
-76.6613048,39.352476700000004,1785,Sinai Hospital of Baltimore,Baltimore City,Maryland,24510,348,196,35
-76.6498445,39.288293700000004,1786,Grace Medical Center (FKA Bon Secours Baltimore Hospital),Baltimore City,Maryland,24510,71,50,8
-76.54683829999999,39.290101,1787,Johns Hopkins Bayview Medical Center,Baltimore City,Maryland,24510,350,342,42
-76.614289,39.329267,1788,MedStar Union Memorial Hospital,Baltimore City,Maryland,24510,185,185,52
-76.6248449,39.2880132,1789,University of Maryland Medical Center,Baltimore City,Maryland,24510,806,767,230
-70.27301379999999,41.65350479999999,1790,Cape Cod Hospital,Barnstable,Massachusetts,25001,259,239,11
-70.62223709999999,41.5643088,1791,Falmouth Hospital,Barnstable,Massachusetts,25001,95,95,10
-73.3718218,42.191204,1792,Fairview Hospital,Berkshire,Massachusetts,25003,25,24,4
-73.2492284,42.459638,1793,Berkshire Medical Center,Berkshire,Massachusetts,25003,298,223,20
-71.0955896,41.9065419,1794,Morton Hospital,Bristol,Massachusetts,25005,125,93,12
-71.1451574,41.709404,1795,Charlton Memorial Hospital,Bristol,Massachusetts,25005,328,328,58
-71.1635486,41.692774799999995,1796,Saint Annes Hospital,Bristol,Massachusetts,25005,226,175,12
-71.27567320000001,41.941829999999996,1797,Sturdy Memorial Hospital,Bristol,Massachusetts,25005,132,131,14
-70.5805954,41.4606952,1798,Marthas Vineyard Hospital,Dukes,Massachusetts,25007,25,25,4
-71.1507002,42.70975870000001,1799,Lawrence General Hospital,Essex,Massachusetts,25009,186,186,19
-70.891512,42.8147477,1800,Anna Jaques Hospital,Essex,Massachusetts,25009,123,123,8
-70.8757261,42.5640529,1801,Beverly Hospital,Essex,Massachusetts,25009,227,221,22
-70.907117,42.510776,1802,North Shore Medical Center - Salem Hospital,Essex,Massachusetts,25009,244,304,20
-71.1680478,42.727539799999995,1803,Holy Family Hospital - Methuen,Essex,Massachusetts,25009,211,330,29
-72.59238559999999,42.5962034,1804,Baystate Franklin Medical Center,Franklin,Massachusetts,25011,89,89,6
-72.341697,42.1694156,1805,Baystate Wing Hospital,Hampden,Massachusetts,25013,74,46,6
-72.6274057,42.2002873,1806,Holyoke Medical Center (AKA Valley Health Systems),Hampden,Massachusetts,25013,198,165,12
-72.6037013,42.1216158,1807,Baystate Medical Center,Hampden,Massachusetts,25013,724,705,32
-72.7604028,42.11798579999999,1808,Baystate Noble Hospital (FKA Noble Hospital),Hampden,Massachusetts,25013,97,82,6
-72.59334090000002,42.1144919,1809,Mercy Medical Center,Hampden,Massachusetts,25013,251,237,27
-72.6531304,42.3305027,1810,Cooley Dickinson Hospital,Hampshire,Massachusetts,25015,140,118,11
-71.1042804,42.3748024,1811,CHA Cambridge Hospital,Middlesex,Massachusetts,25017,189,200,18
-71.133776,42.374414,1812,Mount Auburn Hospital,Middlesex,Massachusetts,25017,217,193,10
-71.3422768,42.647737,1813,Lowell General Hospital - Main Campus,Middlesex,Massachusetts,25017,239,407,40
-71.06101240000001,42.46041029999999,1814,MelroseWakefield Hospital,Middlesex,Massachusetts,25017,174,160,12
-71.5540829,42.354370200000005,1815,UMass Memorial Marlborough Hospital,Middlesex,Massachusetts,25017,79,67,10
-71.5739659,42.5772839,1816,Nashoba Valley Medical Center,Middlesex,Massachusetts,25017,77,57,6
-71.3754621,42.4521827,1817,Emerson Hospital,Middlesex,Massachusetts,25017,150,111,14
-71.2464373,42.3306338,1818,Newton-Wellesley Hospital,Middlesex,Massachusetts,25017,273,228,12
-71.1226709,42.465900899999994,1819,Winchester Hospital,Middlesex,Massachusetts,25017,229,229,10
-71.41894309999999,42.285080799999996,1820,MetroWest Medical Center - Framingham Union Hospital,Middlesex,Massachusetts,25017,147,216,22
-71.2047075,42.4840428,1821,Lahey Hospital & Medical Center - Burlington (FKA Lahey Clinic Hospital),Middlesex,Massachusetts,25017,345,335,52
-70.10100200000001,41.275084,1822,Nantucket Cottage Hospital,Nantucket,Massachusetts,25019,14,19,3
-71.20194129999999,42.189271000000005,1823,Norwood Hospital,Norfolk,Massachusetts,25021,215,149,10
-71.0771688,42.2514407,1824,Beth Israel Deaconess Hospital - Milton (FKA Milton Hospital),Norfolk,Massachusetts,25021,102,102,8
-70.95423520000001,42.1757868,1825,South Shore Hospital,Norfolk,Massachusetts,25021,393,390,34
-71.2366552,42.2770426,1826,Beth Israel Deaconess Hospital - Needham,Norfolk,Massachusetts,25021,58,58,7
-70.991421,42.087425399999994,1827,Signature Healthcare Brockton Hospital,Plymouth,Massachusetts,25023,197,175,16
-70.64528709999999,41.9430573,1828,Beth Israel Deaconess Hospital - Plymouth,Plymouth,Massachusetts,25023,164,145,13
-71.06155179999999,42.0978285,1829,Good Samaritan Medical Center,Plymouth,Massachusetts,25023,267,267,18
-71.06330799999999,42.349512,1830,Tufts Medical Center,Suffolk,Massachusetts,25025,415,364,98
-71.1287817,42.301641100000005,1831,Brigham and Womens Faulkner Hospital,Suffolk,Massachusetts,25025,171,147,26
-71.1067408,42.336203600000005,1832,Brigham and Womens Hospital,Suffolk,Massachusetts,25025,763,804,50
-71.1050255,42.339648100000005,1833,Beth Israel Deaconess Medical Center,Suffolk,Massachusetts,25025,673,694,77
-71.107263,42.3293963,1834,New England Baptist Hospital,Suffolk,Massachusetts,25025,118,98,10
-71.1476809,42.348958200000006,1835,St Elizabeths Medical Center,Suffolk,Massachusetts,25025,282,212,46
-71.0688334,42.363154200000004,1836,Massachusetts General Hospital,Suffolk,Massachusetts,25025,1043,993,103
-71.06996009999999,42.3626334,1837,Massachusetts Eye and Ear,Suffolk,Massachusetts,25025,41,41,7
-71.06573909999999,42.277485600000006,1838,Carney Hospital,Suffolk,Massachusetts,25025,159,110,10
-71.07401180000001,42.334447,1839,Boston Medical Center,Suffolk,Massachusetts,25025,582,399,71
-71.10817990000001,42.3374515,1840,Dana Farber Cancer Institute,Suffolk,Massachusetts,25025,30,30,5
-71.10528640000001,42.3376672,1841,Boston Childrens Hospital,Suffolk,Massachusetts,25025,415,415,121
-72.20868420000001,42.5850878,1842,Athol Hospital (FKA Athol Memorial Hospital),Worcester,Massachusetts,25027,21,25,4
-71.7616372,42.2776728,1843,UMass Memorial Medical Center - University Campus,Worcester,Massachusetts,25027,421,609,82
-71.79574509999999,42.2668114,1844,St Vincent Hospital,Worcester,Massachusetts,25027,290,259,20
-72.0420277,42.0785117,1845,Harrington Memorial Hospital,Worcester,Massachusetts,25027,119,114,6
-71.761278,42.5410183,1846,UMass Memorial HealthAlliance - Leominster Campus,Worcester,Massachusetts,25027,111,125,10
-71.79491429999999,42.276357899999994,1847,AdCare Hospital of Worcester,Worcester,Massachusetts,25027,114,114,20
-71.6929665,42.4274066,1848,UMass Memorial HealthAlliance - Clinton Campus,Worcester,Massachusetts,25027,41,21,4
-71.52881049999999,42.1333439,1849,Milford Regional Medical Center,Worcester,Massachusetts,25027,149,149,10
-71.98707409999999,42.5864219,1850,Heywood Hospital,Worcester,Massachusetts,25027,134,114,11
-85.85639029999999,42.5195749,1851,Allegan General Hospital,Allegan,Michigan,26005,25,25,4
-83.4493824,45.077634700000004,1852,MidMichigan Medical Center - Alpena (FKA Alpena Regional Medical Center),Alpena,Michigan,26007,124,128,9
-83.968804,43.981945,1853,Ascension Standish Hospital (FKA Ascension St Marys of Michigan Standish Hospital),Arenac,Michigan,26011,25,25,5
-85.3027963,42.6446796,1854,Spectrum Health Pennock,Barry,Michigan,26015,25,25,6
-83.86818149999999,43.5887118,1855,McLaren Bay Region (FKA Bay Regional Medical Center),Bay,Michigan,26017,356,291,32
-86.24241690000001,44.636511999999996,1856,Munson Healthcare Paul Oliver Memorial Hospital,Benzie,Michigan,26019,8,8,1
-86.47829490000001,42.088570399999995,1857,Lakeland Medical Center,Berrien,Michigan,26021,215,196,20
-86.248677,42.185559000000005,1858,Lakeland Hospital Watervliet,Berrien,Michigan,26021,44,26,5
-84.9893546,41.9381529,1859,ProMedica Coldwater Regional Hospital (FKA Community Health Center of Branch County),Branch,Michigan,26023,71,87,10
-85.1784543,42.3312,1860,Bronson Battle Creek Hospital,Calhoun,Michigan,26025,179,159,20
-85.2913109,42.34344779999999,1861,Battle Creek VA Medical Center,Calhoun,Michigan,26025,276,276,0
-84.95705749999999,42.2735551,1862,Oaklawn Hospital,Calhoun,Michigan,26025,77,78,12
-86.1150593,41.9832518,1863,Ascension Borgess-Lee Hospital,Cass,Michigan,26027,25,25,4
-84.35007259999999,46.4980756,1864,War Memorial Hospital,Chippewa,Michigan,26033,82,49,6
-84.7684001,43.8207231,1865,MidMichigan Medical Center - Clare,Clare,Michigan,26035,49,49,9
-84.5550922,42.9933739,1866,Sparrow Clinton Hospital,Clinton,Michigan,26037,25,25,2
-84.7079,44.6675,1867,Munson Healthcare Grayling Hospital,Crawford,Michigan,26039,71,49,6
-87.0944293,45.7457312,1868,OSF St Francis Hospital,Delta,Michigan,26041,25,25,9
-88.0445283,45.8098407,1869,Dickinson County Memorial Hospital,Dickinson,Michigan,26043,49,39,6
-88.06154649999999,45.8102287,1870,Oscar G Johnson VA Medical Center,Dickinson,Michigan,26043,17,17,0
-84.8318656,42.5654901,1871,Sparrow Eaton Hospital (FKA Hayes Green Beach Memorial Hospital),Eaton,Michigan,26045,25,25,4
-84.6587832,42.494963399999996,1872,Eaton Rapids Medical Center,Eaton,Michigan,26045,20,20,3
-84.9700443,45.3732041,1873,McLaren Northern Michigan,Emmet,Michigan,26047,202,170,18
-83.7053418,43.0217956,1874,Hurley Medical Center,Genesee,Michigan,26049,383,370,57
-83.73259499999999,43.01421,1875,McLaren Flint,Genesee,Michigan,26049,342,305,18
-83.64232309999998,42.892219,1876,Ascension Genesys Hospital,Genesee,Michigan,26049,400,350,45
-84.49537600000001,43.9766051,1877,MidMichigan Medical Center - Gladwin,Gladwin,Michigan,26051,25,25,4
-90.1057004,46.4782891,1878,Aspirus Ironwood Hospital,Gogebic,Michigan,26053,25,25,5
-85.64178570000001,44.761635399999996,1879,Munson Medical Center,Grand Traverse,Michigan,26055,425,409,20
-84.66344140000001,43.3906048,1880,MidMichigan Medical Center - Gratiot,Gratiot,Michigan,26057,67,49,9
-84.6330333,41.9120325,1881,Hillsdale Community Health Center (AKA Hillsdale Hospital),Hillsdale,Michigan,26059,65,44,4
-88.5858028,47.141302,1882,UP Health System - Portage Main Campus,Houghton,Michigan,26061,36,36,6
-83.0319928,43.803162799999996,1883,McLaren Thumb Region (FKA Huron Medical Center),Huron,Michigan,26063,58,33,4
-82.6520155,43.8426786,1884,Harbor Beach Community Hospital,Huron,Michigan,26063,15,15,3
-84.53518670000001,42.7341494,1885,Sparrow Hospital,Ingham,Michigan,26065,573,533,99
-84.5551416,42.703705,1886,McLaren Greater Lansing (FKA Ingham Regional Medical Center),Ingham,Michigan,26065,310,310,16
-85.0679094,42.9358687,1887,Sparrow Ionia Hospital (AKA Sparrow Ionia County Memorial Hospital),Ionia,Michigan,26067,22,22,2
-83.5722,44.227556,1888,Ascension St Joseph Hospital,Iosco,Michigan,26069,47,47,4
-88.61922440000001,46.0997441,1889,Aspirus Iron River Hospital,Iron,Michigan,26071,25,25,3
-84.7609728,43.5993477,1890,McLaren Central Michigan (FKA Central Michigan Community Hospital),Isabella,Michigan,26073,118,90,8
-84.3927443,42.2508449,1891,Henry Ford Allegiance Health (FKA Allegiance Health Hospital WA Foote Memorial Hospital),Jackson,Michigan,26075,325,313,34
-85.58041850000001,42.285514299999996,1892,Bronson Methodist Hospital,Kalamazoo,Michigan,26077,434,415,55
-85.5615316,42.307239700000004,1893,Ascension Borgess Hospital,Kalamazoo,Michigan,26077,372,306,15
-85.7188058,42.857523799999996,1894,Metro Health Hospital,Kent,Michigan,26081,208,187,16
-85.66451359999999,42.9694389,1895,Spectrum Health Butterworth Hospital,Kent,Michigan,26081,852,1095,102
-85.6623188,42.9581324,1896,Mercy Health Saint Marys (FKA St Marys Health Care),Kent,Michigan,26081,275,275,32
-85.253055,43.43855,1897,Spectrum Health Kelsey Hospital,Montcalm,Michigan,26117,16,12,2
-83.3205647,43.0627611,1898,McLaren Lapeer Region (FKA Lapeer Regional Medical Center),Lapeer,Michigan,26087,183,116,10
-83.9383979,42.00274279999999,1899,ProMedica Herrick Hospital (Closing Late August 2020),Lenawee,Michigan,26091,25,25,4
-84.0486253,41.9138521,1900,ProMedica Bixby Hospital (Closing August 2020),Lenawee,Michigan,26091,88,88,9
-83.9411171,42.6155619,1901,St Joseph Mercy Livingston Hospital,Livingston,Michigan,26093,66,43,8
-83.7203,42.5156,1902,Ascension Brighton Center for Recovery (FKA Brighton Hospital),Livingston,Michigan,26093,41,99,17
-83.0048,42.5057,1903,Ascension Macomb-Oakland Hospital - Warren Campus,Macomb,Michigan,26099,348,429,41
-83.0815603,42.4516781,1904,Insight Surgical Hospital (FKA Michigan Surgical Hospital),Macomb,Michigan,26099,20,13,2
-82.89720129999999,42.5872771,1905,McLaren Macomb (AKA Mount Clemens Regional Medical Center),Macomb,Michigan,26099,288,279,33
-82.9603572,42.6142835,1906,Henry Ford Macomb Hospital - Clinton Township,Macomb,Michigan,26099,361,321,48
-86.271915,44.272531,1907,Munson Healthcare Manistee Hospital (FKA West Shore Medical Center),Manistee,Michigan,26101,45,45,8
-87.4114733,46.543198499999995,1908,UP Health System - Marquette (FKA Marquette General Hospital),Marquette,Michigan,26103,179,238,26
-86.42989890000001,43.9586529,1909,Spectrum Health Ludington Hospital,Mason,Michigan,26105,45,45,6
-85.47510179999999,43.6938769,1910,Spectrum Health Big Rapids Hospital (FKA Mecosta County Medical Center),Mecosta,Michigan,26107,49,49,4
-84.26060840000001,43.63862879999999,1911,MidMichigan Medical Center - Midland,Midland,Michigan,26111,308,324,26
-83.38890529999999,41.925249,1912,ProMedica Monroe Regional Hospital (FKA Mercy Memorial Hospital),Monroe,Michigan,26115,217,153,14
-85.2690688,43.1749605,1913,Spectrum Health United Hospital,Montcalm,Michigan,26117,49,49,8
-84.84262,43.175584,1914,Sparrow Carson Hospital (FKA Carson City Hospital),Montcalm,Michigan,26117,61,48,4
-86.2429655,43.2217349,1915,Mercy Health Hackley Campus (FKA Mercy Health Muskegon - Hackley),Muskegon,Michigan,26121,196,331,44
-85.9504402,43.4640199,1916,Spectrum Health Gerber Memorial,Newaygo,Michigan,26123,25,25,9
-83.27602390000001,42.61425429999999,1917,St Joseph Mercy Oakland Hospital,Oakland,Michigan,26125,464,380,32
-83.262188,42.464556,1918,Straith Hospital for Special Surgery,Oakland,Michigan,26125,34,34,6
-83.30924559999998,42.635104,1919,Pontiac General Hospital (FKA Doctors Hospital of Michigan),Oakland,Michigan,26125,306,47,10
-83.2048396,42.4569136,1920,Ascension Providence Hospital - Southfield Campus,Oakland,Michigan,26125,359,542,34
-83.2908175,42.6385262,1921,McLaren Oakland (FKA Pontiac Osteopathic Hospital Medical Center),Oakland,Michigan,26125,278,106,9
-83.0935084,42.6189456,1922,Beaumont Hospital - Troy,Oakland,Michigan,26125,520,495,56
-83.3235459,42.4463654,1923,Beaumont Hospital - Farmington Hills (FKA Botsford Hospital),Oakland,Michigan,26125,305,256,24
-83.1917212,42.514711299999995,1924,Beaumont Hospital - Royal Oak,Oakland,Michigan,26125,1079,998,138
-83.499202,42.592901,1925,DMC Huron Valley-Sinai Hospital,Oakland,Michigan,26125,158,130,12
-83.2031613,42.4576244,1926,Surgeons Choice Medical Center (FKA Oakland Regional Hospital),Oakland,Michigan,26125,45,45,8
-83.4077692,42.53914279999999,1927,Henry Ford West Bloomfield Hospital,Oakland,Michigan,26125,191,191,36
-84.2462,44.2633,1928,MidMichigan Medical Center - West Branch (FKA West Branch Regional Medical Center),Ogemaw,Michigan,26129,88,88,15
-85.521475,43.8786587,1929,Spectrum Health Reed City Hospital,Osceola,Michigan,26133,25,25,4
-84.6755003,45.03535479999999,1930,Munson Healthcare Otsego Memorial Hospital,Otsego,Michigan,26137,46,46,4
-86.228932,43.050816999999995,1931,North Ottawa Community Hospital,Ottawa,Michigan,26139,81,81,7
-86.11120190000001,42.7834599,1932,Holland Hospital,Ottawa,Michigan,26139,173,189,8
-85.9879712,42.8205543,1933,Spectrum Health Zeeland Community Hospital,Ottawa,Michigan,26139,55,55,7
-83.9384673,43.424784100000004,1934,Ascension St Marys Hospital (FKA Ascension St Marys of Michigan St Marys Hospital),Saginaw,Michigan,26145,268,204,22
-83.956069,43.4284033,1935,Covenant Medical Center - Harrison,Saginaw,Michigan,26145,277,473,76
-83.9620682,43.4452809,1936,Aleda E Lutz VA Medical Center (AKA Saginaw VA Medical Center),Saginaw,Michigan,26145,8,8,0
-84.03,43.44,1937,Healthsource Saginaw,Saginaw,Michigan,26145,25,7,1
-83.1492553,42.680733399999994,1938,Ascension Providence Rochester Hospital (FKA Ascension Crittenton Hospital),Oakland,Michigan,26125,270,180,18
-82.48089509999998,42.7852319,1939,Ascension River District Hospital (FKA St John River District Hospital),St. Clair,Michigan,26147,68,65,3
-82.4297392,42.9869446,1940,McLaren Port Huron,St. Clair,Michigan,26147,163,163,12
-82.4334645,42.9560593,1941,Lake Huron Medical Center (FKA St Joseph Mercy Hospital Port Huron),St. Clair,Michigan,26147,144,144,8
-85.64778220000001,41.9350848,1942,Three Rivers Health,St. Joseph,Michigan,26149,60,48,4
-85.4072642,41.794980200000005,1943,Sturgis Hospital,St. Joseph,Michigan,26149,84,49,9
-82.8329,43.4233,1944,McKenzie Memorial Hospital,Sanilac,Michigan,26151,25,25,4
-82.73393850000001,43.5273608,1945,Deckerville Community Hospital,Sanilac,Michigan,26151,15,15,3
-83.0814315,43.332474,1946,Marlette Regional Hospital,Sanilac,Michigan,26151,25,25,4
-86.2761068,45.9466777,1947,Schoolcraft Memorial Hospital,Schoolcraft,Michigan,26153,12,12,2
-84.1814947,43.0054317,1948,Memorial Healthcare,Shiawassee,Michigan,26155,107,111,7
-83.1812,43.6044,1949,Hills & Dales General Hospital,Tuscola,Michigan,26157,25,25,4
-83.4082832,43.4931269,1950,McLaren Caro Region (FKA Caro Community Hospital),Tuscola,Michigan,26157,25,25,4
-85.8969802,42.221266799999995,1951,Bronson LakeView Hospital,Van Buren,Michigan,26159,25,25,5
-86.2630763,42.3912411,1952,Bronson South Haven Hospital (FKA South Haven Community Hospital),Van Buren,Michigan,26159,49,49,9
-83.7156772,42.286609999999996,1953,VA Ann Arbor Healthcare System,Washtenaw,Michigan,26161,102,102,1
-83.72954720000001,42.2847515,1954,University Hospital,Washtenaw,Michigan,26161,1000,931,30
-84.01690759999998,42.3100294,1955,St Joseph Mercy Chelsea Hospital (FKA Chelsea Community Hospital),Washtenaw,Michigan,26161,103,97,6
-83.6548214,42.2647013,1956,St Joseph Mercy Ann Arbor Hospital,Washtenaw,Michigan,26161,524,450,40
-83.3147183,42.332156700000006,1957,Garden City Hospital,Wayne,Michigan,26163,309,130,13
-83.2702,42.2336,1958,Beaumont Hospital - Taylor (FKA Oakwood Hospital - Taylor),Wayne,Michigan,26163,148,99,16
-83.0556941,42.3533835,1959,DMC Detroit Receiving Hospital,Wayne,Michigan,26163,248,195,49
-82.9149578,42.419245200000006,1960,Ascension St John Hospital,Wayne,Michigan,26163,687,549,52
-83.213649,42.116945,1961,Beaumont Hospital - Trenton (FKA Oakwood Hospital - Southshore),Wayne,Michigan,26163,193,193,34
-83.3647434,42.273317600000006,1962,Beaumont Hospital - Wayne (FKA Oakwood Hospital - Wayne),Wayne,Michigan,26163,185,170,18
-83.1476402,42.210132200000004,1963,Henry Ford Wyandotte Hospital,Wayne,Michigan,26163,322,281,80
-83.0592025,42.3557104,1964,John D Dingell VA Medical Center,Wayne,Michigan,26163,62,62,1
-83.0571962,42.3522105,1965,Karmanos Cancer Center (AKA Barbara Ann Karmanos Cancer Hospital),Wayne,Michigan,26163,123,123,6
-83.0543358,42.352154999999996,1966,Childrens Hospital of Michigan,Wayne,Michigan,26163,228,228,67
-83.0853755,42.3673845,1967,Henry Ford Hospital,Wayne,Michigan,26163,877,685,128
-83.2115,42.2917,1968,Beaumont Hospital - Dearborn (FKA Oakwood Hospital - Dearborn),Wayne,Michigan,26163,632,567,17
-83.18227900000001,42.419106899999996,1969,DMC Sinai-Grace Hospital,Wayne,Michigan,26163,383,357,39
-83.4043,42.3943,1970,St Mary Mercy Livonia Hospital,Wayne,Michigan,26163,273,252,16
-83.0571595,42.3520255,1971,DMC Harper University Hospital,Wayne,Michigan,26163,470,368,34
-82.91468929999999,42.3844125,1972,Beaumont Hospital - Grosse Pointe,Wayne,Michigan,26163,280,266,47
-85.3903579,44.2461197,1973,Munson Healthcare Cadillac Hospital,Wexford,Michigan,26165,49,49,20
-93.6984153,46.5296349,1974,Riverwood Healthcare Center Aitkin Hospital,Aitkin,Minnesota,27001,25,25,4
-93.3694098,45.1828451,1975,Mercy Hospital,Anoka,Minnesota,27003,546,466,35
-95.8441725,46.8135614,1976,Essentia Health St Marys - Detroit Lakes (FKA St Marys Regional Health Center),Becker,Minnesota,27005,87,36,8
-94.89942420000001,47.503406,1977,Sanford Bemidji Medical Center,Beltrami,Minnesota,27007,118,89,10
-95.3354343,47.9765114,1978,Red Lake IHS Hospital,Clearwater,Minnesota,27029,23,23,4
-96.4339118,45.5626307,1979,Essentia Health - Holy Trinity Hospital,Big Stone,Minnesota,27011,15,15,3
-96.4460664,45.31526160000001,1980,Ortonville Area Health Services,Big Stone,Minnesota,27011,25,25,4
-93.9832189,44.1636862,1981,Mayo Clinic Hospital - Mankato,Blue Earth,Minnesota,27013,272,167,29
-94.7273,44.2993,1982,Sleepy Eye Medical Center (FKA Sleepy Eye Municipal Hospital),Brown,Minnesota,27015,16,16,3
-94.4762477,44.313483399999996,1983,New Ulm Medical Center,Brown,Minnesota,27015,62,24,4
-92.4618313,46.7311208,1984,Cloquet Community Memorial Hospital,Carlton,Minnesota,27017,80,22,4
-92.76569,46.454757,1985,Mercy Hospital & Health Care Center,Carlton,Minnesota,27017,25,25,2
-93.7922507,44.8431253,1986,Ridgeview Medical Center (AKA RMC),Carver,Minnesota,27019,109,109,18
-94.6083748,47.3845773,1987,Cass Lake Indian Health Service Unit (AKA Cass Lake Hospital),Cass,Minnesota,27021,5,5,1
-95.71169470000001,44.9529596,1988,CCM Health (FKA Chippewa County Montevideo Hospital),Chippewa,Minnesota,27023,30,25,4
-93.000552,45.3218708,1989,M Health Fairview Lakes Medical Center,Chisago,Minnesota,27025,61,55,10
-95.43933220000001,44.045432399999996,1990,Sanford Westbrook Medical Center,Cottonwood,Minnesota,27033,8,8,1
-95.1130803,43.8794277,1991,Windom Area Health (AKA Windom Area Hospital),Cottonwood,Minnesota,27033,18,18,3
-93.94530400000001,46.4815609,1992,Cuyuna Regional Medical Center - Crosby,Crow Wing,Minnesota,27035,42,25,6
-94.205733,46.361655999999996,1993,Essentia Health - St Josephs Medical Center (FKA St Josephs Medical Center),Crow Wing,Minnesota,27035,162,127,10
-92.8731424,44.747369,1994,Regina Hospital,Dakota,Minnesota,27037,57,29,5
-93.2726657,44.748940999999995,1995,M Health Fairview Ridges Hospital,Dakota,Minnesota,27037,150,150,12
-95.376048,45.873948399999996,1996,Alomere Health (FKA Douglas County Hospital),Douglas,Minnesota,27041,127,99,8
-94.10037679999999,43.6341659,1997,United Hospital District,Faribault,Minnesota,27043,43,24,4
-93.373062,43.652499799999994,1998,Mayo Clinic Hospital - Albert Lea,Freeborn,Minnesota,27047,159,159,18
-92.5719671,44.5600031,1999,Mayo Clinic Hospital - Red Wing (FKA Fairview Red Wing Hospital),Goodhue,Minnesota,27049,50,50,4
-92.9032937,44.4861339,2000,Mayo Clinic Hospital - Cannon Falls,Goodhue,Minnesota,27049,15,15,5
-95.95783320000001,45.9908182,2001,Prairie Ridge Hospital and Health Services,Grant,Minnesota,27051,10,10,2
-93.26194029999999,44.9566809,2002,Childrens Hospitals and Clinics of Minnesota - Minneapolis,Hennepin,Minnesota,27053,279,414,42
-93.26240329999999,44.9720951,2003,Hennepin County Medical Center (AKA Hennepin Healthcare),Hennepin,Minnesota,27053,894,330,65
